model_name,kernel,dataset_mode,class_weight,C,gamma,cv_accuracy_mean,cv_accuracy_std,cv_balanced_accuracy_mean,cv_macro_precision_mean,cv_macro_recall_mean,cv_macro_f1_mean,cv_macro_f1_std,cv_weighted_f1_mean,elapsed_seconds
svm_linear_with_dataset_balanced,linear,with_dataset,balanced,1.0,scale,0.5435741864313293,0.046700412443900045,0.3937787614422361,0.4016196562743877,0.3937787614422361,0.3875508013353191,0.04709399786380496,0.5645409563211382,0.7373992999998791
svm_rbf_with_dataset_balanced,rbf,with_dataset,balanced,1.0,scale,0.5530704173561316,0.038683638340712326,0.39735333066386425,0.39310362123734716,0.39735333066386425,0.3856735223019861,0.027716073996713952,0.5702142330578367,2.4039819999998144
